村里,姓名,年齡,COUNTY_ID,TOWN_ID,VILLAGE_ID,OBJECT_ID
苗栗縣公館鄉開礦村,陳瑞雲,61,10005,10005090,010,3810
苗栗縣公館鄉石墻村,邱德真,59,10005,10005090,007,3791
苗栗縣公館鄉五谷村,孫有明,55,10005,10005090,012,3771
苗栗縣公館鄉玉谷村,賴振鳳,62,10005,10005090,013,3774
苗栗縣公館鄉鶴岡村,傅學成,73,10005,10005090,014,3766
苗栗縣公館鄉鶴山村,劉泰峰,62,10005,10005090,015,3950
苗栗縣公館鄉尖山村,謝仙和,66,10005,10005090,017,3646
苗栗縣公館鄉仁安村,陳禮能,68,10005,10005090,016,3584
苗栗縣公館鄉南河村,謝傳盛,58,10005,10005090,018,3770
苗栗縣公館鄉北河村,曹綵芸,58,10005,10005090,019,3582
苗栗縣銅鑼鄉銅鑼村,黃建春,70,10005,10005100,002,3795
苗栗縣銅鑼鄉樟樹村,林貴金,56,10005,10005100,004,7801
苗栗縣銅鑼鄉九湖村,李瑞廷,58,10005,10005100,005,3802
苗栗縣銅鑼鄉福興村,林明昱,47,10005,10005100,001,3787
苗栗縣銅鑼鄉朝陽村,李棋明,67,10005,10005100,003,3769
苗栗縣銅鑼鄉竹森村,李坤松,68,10005,10005100,006,6717
苗栗縣銅鑼鄉中平村,邱徐永,63,10005,10005100,007,3634
苗栗縣銅鑼鄉興隆村,張省南,59,10005,10005100,008,3808
苗栗縣銅鑼鄉盛隆村,彭信貞,71,10005,10005100,009,3819
苗栗縣銅鑼鄉新隆村,范聖達,52,10005,10005100,010,3674
苗栗縣南庄鄉東村,梁正德,55,10005,10005110,001,3608
苗栗縣南庄鄉西村,葉明貴,41,10005,10005110,002,3609
苗栗縣南庄鄉南江村,謝政財,58,10005,10005110,003,3613
苗栗縣南庄鄉蓬萊村,張春貴,60,10005,10005110,008,3638
苗栗縣南庄鄉東河村,鍾慶華,58,10005,10005110,009,6716
苗栗縣南庄鄉田美村,林明增,55,10005,10005110,004,3593
苗栗縣南庄鄉獅山村,張金田,68,10005,10005110,005,3576
苗栗縣南庄鄉南富村,蕭進榮,70,10005,10005110,006,3578
苗栗縣南庄鄉員林村,邱梓增,56,10005,10005110,007,3574
苗栗縣頭屋鄉頭屋村,彭正榮,69,10005,10005120,001,3622
苗栗縣頭屋鄉獅潭村,陳海業,46,10005,10005120,004,3611
苗栗縣頭屋鄉北坑村,許錦順,53,10005,10005120,003,3952
苗栗縣頭屋鄉曲洞村,林文政,51,10005,10005120,005,3632
苗栗縣頭屋鄉飛鳳村,邱仁浪,56,10005,10005120,006,3640
苗栗縣頭屋鄉象山村,彭錦原,63,10005,10005120,002,3620
苗栗縣頭屋鄉明德村,詹文連,60,10005,10005120,007,3585
苗栗縣頭屋鄉鳴鳳村,涂錦福,61,10005,10005120,008,3621
苗栗縣三義鄉廣盛村,林瑞櫻,63,10005,10005130,001,3686
苗栗縣三義鄉勝興村,劉德義,74,10005,10005130,004,3689
苗栗縣三義鄉龍騰村,吳聲金,51,10005,10005130,006,3873
苗栗縣三義鄉雙湖村,田永桂,47,10005,10005130,002,3825
苗栗縣三義鄉雙潭村,李德盛,54,10005,10005130,003,3685
苗栗縣三義鄉西湖村,賴水木,58,10005,10005130,005,3936
苗栗縣三義鄉鯉魚潭村,彭双安,54,10005,10005130,007,3701
苗栗縣西湖鄉高埔村,劉玉霖,49,10005,10005140,001,3775
苗栗縣西湖鄉下埔村,邱華發,70,10005,10005140,002,3772
苗栗縣西湖鄉五湖村,賴廷煜,58,10005,10005140,003,3768
苗栗縣西湖鄉四湖村,徐春慶,60,10005,10005140,004,3763
苗栗縣西湖鄉三湖村,吳峻毅,48,10005,10005140,007,3644
苗栗縣西湖鄉龍洞村,江文彬,67,10005,10005140,006,3649
苗栗縣西湖鄉金獅村,陳慶宏,41,10005,10005140,005,3639
苗栗縣西湖鄉湖東村,王春發,70,10005,10005140,008,3623
苗栗縣西湖鄉二湖村,蕭金發,59,10005,10005140,009,3625
苗栗縣造橋鄉造橋村,溫春福,59,10005,10005150,001,3573
苗栗縣造橋鄉平興村,蘇添壽,75,10005,10005150,002,3579
苗栗縣造橋鄉豐湖村,彭喬梓,67,10005,10005150,003,3597
苗栗縣造橋鄉大龍村,盧松源,69,10005,10005150,006,3598
苗栗縣造橋鄉錦水村,湯信田,73,10005,10005150,005,3602
苗栗縣造橋鄉大西村,呂坤玉,71,10005,10005150,004,3594
苗栗縣造橋鄉朝陽村,呂明清,59,10005,10005150,007,3564
苗栗縣造橋鄉談文村,張榮吉,54,10005,10005150,008,3565
苗栗縣造橋鄉龍昇村,陳吳滿玉,54,10005,10005150,009,3567
苗栗縣三灣鄉三灣村,劉興顥,48,10005,10005160,001,3563
苗栗縣三灣鄉內灣村,邱文國,44,10005,10005160,002,3665
苗栗縣三灣鄉銅境村,邱國濱,63,10005,10005160,003,3668
苗栗縣三灣鄉頂寮村,鍾清文,63,10005,10005160,004,3799
苗栗縣三灣鄉北埔村,黃仁勳,59,10005,10005160,005,3569
苗栗縣三灣鄉大河村,李運光,59,10005,10005160,006,3596
苗栗縣三灣鄉大坪村,饒維明,55,10005,10005160,007,3591
苗栗縣三灣鄉永和村,黃雪雲,53,10005,10005160,008,3566
苗栗縣獅潭鄉百壽村,池武雄,75,10005,10005170,001,3612
苗栗縣獅潭鄉永興村,謝添華,63,10005,10005170,002,3624
苗栗縣獅潭鄉新店村,林德坤,77,10005,10005170,003,3762
苗栗縣獅潭鄉和興村,余德冉,79,10005,10005170,004,3767
苗栗縣獅潭鄉豐林村,黃進章,57,10005,10005170,005,3780
苗栗縣獅潭鄉新豐村,李仁滿,63,10005,10005170,006,3790
苗栗縣獅潭鄉竹木村,黃榮富,82,10005,10005170,007,3801
苗栗縣泰安鄉錦水村,曾明昌,67,10005,10005180,002,3781
苗栗縣泰安鄉八卦村,傅浚鋌,41,10005,10005180,001,3784
苗栗縣泰安鄉清安村,李英雄,71,10005,10005180,003,6718
苗栗縣泰安鄉大興村,林文祥,40,10005,10005180,004,3673
苗栗縣泰安鄉中興村,楊世明,55,10005,10005180,005,3816
苗栗縣泰安鄉梅園村,柯國璋,59,10005,10005180,006,3778
苗栗縣泰安鄉象鼻村,田錦富,73,10005,10005180,007,3695
苗栗縣泰安鄉士林村,彭錦勝,63,10005,10005180,008,3699
彰化縣彰化市桃源里,曹幸財,55,10007,10007010,032,6758
彰化縣彰化市東興里,李勝陽,67,10007,10007010,034,6740
彰化縣彰化市大同里,王進福,68,10007,10007010,035,6737
彰化縣彰化市永生里,謝清森,54,10007,10007010,036,6670
彰化縣彰化市華陽里,林榮聰,44,10007,10007010,037,6686
彰化縣彰化市華北里,蕭筑宇,34,10007,10007010,038,6673
彰化縣彰化市延和里,王勝和,53,10007,10007010,041,6728
彰化縣彰化市光南里,蔡耀叁,58,10007,10007010,045,6702
彰化縣彰化市介壽里,蔡美香,57,10007,10007010,046,6699
彰化縣彰化市延平里,陳錫誠,54,10007,10007010,047,6698
彰化縣彰化市建寶里,李春雄,72,10007,10007010,048,6715
彰化縣彰化市南瑤里,石天河,73,10007,10007010,039,6714
彰化縣彰化市成功里,詹金火,62,10007,10007010,040,6701
彰化縣彰化市南興里,陳來興,67,10007,10007010,042,6711
彰化縣彰化市西安里,趙慶忠,52,10007,10007010,043,6672
彰化縣彰化市彰安里,邱逸傑,63,10007,10007010,044,6689
彰化縣彰化市福安里,陳進元,59,10007,10007010,049,6685
彰化縣彰化市萬壽里,林佳伯,65,10007,10007010,016,6625
彰化縣彰化市中央里,賴啟榮,44,10007,10007010,017,6722
彰化縣彰化市富貴里,温萬吉,60,10007,10007010,018,6739
彰化縣彰化市民權里,陳添明,61,10007,10007010,019,6756
彰化縣彰化市長樂里,許上文,76,10007,10007010,025,6570
彰化縣彰化市西勢里,王逢易,36,10007,10007010,021,6569
彰化縣彰化市忠孝里,楊永速,72,10007,10007010,022,6707
彰化縣彰化市忠權里,林連發,48,10007,10007010,023,6696
彰化縣彰化市五權里,蔡錫智,54,10007,10007010,024,6681
彰化縣彰化市西興里,楊火濱,65,10007,10007010,020,6621
彰化縣彰化市東芳里,張顯祺,47,10007,10007010,026,6700
彰化縣彰化市南安里,粘林麗華,64,10007,10007010,027,6723
彰化縣彰化市南美里,黃建成,45,10007,10007010,028,6742
彰化縣彰化市莿桐里,吳朝欽,66,10007,10007010,029,6712
彰化縣彰化市磚磘里,李明晃,56,10007,10007010,030,6692
彰化縣彰化市平和里,黃芥銓,51,10007,10007010,031,6669
彰化縣彰化市崙平里,施正興,43,10007,10007010,072,6687
彰化縣彰化市向陽里,李威諭,67,10007,10007010,073,6708
彰化縣彰化市文化里,莊啟能,69,10007,10007010,001,6568
彰化縣彰化市下廍里,劉信邦,69,10007,10007010,002,6655
彰化縣彰化市興北里,劉淑花,77,10007,10007010,003,6760
彰化縣彰化市信義里,林品森,77,10007,10007010,004,6605
彰化縣彰化市民生里,李春芳,62,10007,10007010,005,6759
彰化縣彰化市陽明里,陳耀東,65,10007,10007010,006,6761
彰化縣彰化市萬安里,高林秀祝,64,10007,10007010,007,6693
彰化縣彰化市新興里,林偉儒,46,10007,10007010,008,6666
彰化縣彰化市新華里,林福松,61,10007,10007010,009,6694
彰化縣彰化市龍山里,林禎福,68,10007,10007010,010,6604
彰化縣彰化市中山里,呂雯惠,55,10007,10007010,011,6608
彰化縣彰化市中正里,林令宗,66,10007,10007010,012,6571
彰化縣彰化市永福里,洪武雄,47,10007,10007010,013,6623
彰化縣彰化市光復里,賴民宗,55,10007,10007010,014,6606
彰化縣彰化市光華里,謝棟樑,62,10007,10007010,015,6624
彰化縣彰化市卦山里,沈宗益,76,10007,10007010,033,6721
彰化縣彰化市大竹里,吳良財,68,10007,10007010,050,6680
彰化縣彰化市竹中里,何則諭,35,10007,10007010,051,6682
彰化縣彰化市安溪里,沈添丁,57,10007,10007010,052,6622
彰化縣彰化市福山里,周文樹,53,10007,10007010,055,6697
彰化縣彰化市中庄里,邱雲木,74,10007,10007010,056,6667
彰化縣彰化市三村里,趙文男,57,10007,10007010,057,7128
彰化縣彰化市國聖里,王海,58,10007,10007010,058,7127
彰化縣彰化市香山里,李讚財,47,10007,10007010,053,6684
彰化縣彰化市牛埔里,陳進烈,64,10007,10007010,054,6720
彰化縣彰化市台鳳里,劉寶存,52,10007,10007010,071,6671
彰化縣彰化市寶廍里,莊景德,59,10007,10007010,059,7118
彰化縣彰化市茄苳里,吳秋仁,62,10007,10007010,060,7163
彰化縣彰化市茄南里,吳文隆,62,10007,10007010,061,7126
彰化縣彰化市阿夷里,游榮彬,59,10007,10007010,062,7134
彰化縣彰化市古夷里,李水成,54,10007,10007010,063,6641
彰化縣彰化市復興里,黃澄渺,65,10007,10007010,064,6567
彰化縣彰化市和調里,張金川,46,10007,10007010,065,6668
彰化縣彰化市石牌里,王再興,63,10007,10007010,066,6744
彰化縣彰化市福田里,張慶富,54,10007,10007010,067,6710
彰化縣彰化市竹巷里,張振遠,63,10007,10007010,068,6607
彰化縣彰化市快官里,李坤金,66,10007,10007010,070,6757
彰化縣彰化市田中里,林木水,47,10007,10007010,069,6651
彰化縣花壇鄉花壇村,吳東平,55,10007,10007080,001,6751
彰化縣花壇鄉金墩村,李清德,60,10007,10007080,002,6662
彰化縣花壇鄉中庄村,李秋冬,70,10007,10007080,003,6661
彰化縣花壇鄉崙雅村,陳徐秋月,56,10007,10007080,005,6754
彰化縣花壇鄉劉厝村,許慶清,54,10007,10007080,004,6634
彰化縣花壇鄉南口村,莊宗田,52,10007,10007080,006,6736
彰化縣花壇鄉北口村,鄭朝福,59,10007,10007080,008,6627
彰化縣花壇鄉中口村,陳志成,56,10007,10007080,007,6703
彰化縣花壇鄉文德村,王黃牡丹,59,10007,10007080,010,6575
彰化縣花壇鄉白沙村,莊水萬,72,10007,10007080,011,6643
彰化縣花壇鄉岩竹村,王德潭,58,10007,10007080,012,6628
彰化縣花壇鄉長沙村,柯金地,64,10007,10007080,009,6734
彰化縣花壇鄉長春村,賴銘曜,62,10007,10007080,018,6677
彰化縣花壇鄉橋頭村,李德茂,73,10007,10007080,013,6755
彰化縣花壇鄉灣雅村,梁橋村,72,10007,10007080,014,6749
彰化縣花壇鄉灣東村,李金榮,67,10007,10007080,015,6659
彰化縣花壇鄉三春村,顧朝土,47,10007,10007080,016,6675
彰化縣花壇鄉永春村,陳三弘,60,10007,10007080,017,6649
彰化縣芬園鄉舊社村,蔡福富,64,10007,10007090,001,6573
彰化縣芬園鄉大埔村,林調火,54,10007,10007090,002,6733
彰化縣芬園鄉竹林村,張明金,70,10007,10007090,003,6747
彰化縣芬園鄉楓坑村,張國芳,63,10007,10007090,015,6768
彰化縣芬園鄉社口村,李卷元,70,10007,10007090,004,6676
彰化縣芬園鄉茄荖村,簡慶強,77,10007,10007090,005,6731
彰化縣芬園鄉嘉興村,張玉英,52,10007,10007090,006,7045
彰化縣芬園鄉芬園村,劉耿輝,44,10007,10007090,007,6581
彰化縣芬園鄉縣庄村,張炳賢,66,10007,10007090,008,6563
彰化縣芬園鄉圳墘村,黃順然,81,10007,10007090,009,7022
彰化縣芬園鄉溪頭村,黃良榮,65,10007,10007090,010,7039
彰化縣芬園鄉進芬村,蔡敏光,70,10007,10007090,011,7048
彰化縣芬園鄉同安村,林蔡秀英,75,10007,10007090,012,6564
彰化縣芬園鄉中崙村,莊燦鴻,65,10007,10007090,013,6554
彰化縣芬園鄉大竹村,江山城,59,10007,10007090,014,7073
彰化縣鹿港鎮大有里,施輝雄,71,10007,10007020,001,6629
彰化縣鹿港鎮中興里,徐許美滿,56,10007,10007020,002,6613
彰化縣鹿港鎮洛津里,黃文秋,63,10007,10007020,003,6610
彰化縣鹿港鎮順興里,郭正興,62,10007,10007020,004,6743
彰化縣鹿港鎮埔崙里,董建林,56,10007,10007020,007,6688
彰化縣鹿港鎮新宮里,何春榮,56,10007,10007020,010,6745
彰化縣鹿港鎮玉順里,萬家在,59,10007,10007020,011,6725
彰化縣鹿港鎮東石里,鄧易承,38,10007,10007020,008,6609
彰化縣鹿港鎮郭厝里,郭献欽,51,10007,10007020,009,6724
彰化縣鹿港鎮永安里,許通洲,52,10007,10007020,029,6727
彰化縣鹿港鎮景福里,蔡宗源,56,10007,10007020,012,6611
彰化縣鹿港鎮泰興里,施宣發,60,10007,10007020,013,6630
彰化縣鹿港鎮長興里,陳麗枝,57,10007,10007020,014,6642
彰化縣鹿港鎮興化里,黃玲玲,51,10007,10007020,016,6644
彰化縣鹿港鎮龍山里,陳永祥,59,10007,10007020,015,6657
彰化縣鹿港鎮菜園里,黃景祥,67,10007,10007020,017,6656
彰化縣鹿港鎮街尾里,張錦川,62,10007,10007020,018,6763
彰化縣鹿港鎮詔安里,施進益,60,10007,10007020,027,6705
彰化縣鹿港鎮海埔里,黃振義,55,10007,10007020,026,6683
彰化縣鹿港鎮洋厝里,許勝裕,57,10007,10007020,028,6638
彰化縣鹿港鎮草中里,王國書,64,10007,10007020,023,7149
彰化縣鹿港鎮頭南里,郭宗華,46,10007,10007020,024,7151
彰化縣鹿港鎮山崙里,黃乃木,54,10007,10007020,025,7157
彰化縣鹿港鎮頂番里,潘文生,61,10007,10007020,019,7146
彰化縣鹿港鎮頭崙里,楊明通,59,10007,10007020,020,7135
彰化縣鹿港鎮溝墘里,王文騫,63,10007,10007020,022,6762
彰化縣鹿港鎮廖厝里,林春木,65,10007,10007020,021,6706
彰化縣鹿港鎮東崎里,王明順,67,10007,10007020,006,6709
彰化縣鹿港鎮頂厝里,郭廷祥,68,10007,10007020,005,6713
彰化縣福興鄉三汴村,林焜煜,59,10007,10007060,007,6648
彰化縣福興鄉萬豐村,王美齡,53,10007,10007060,008,6577
彰化縣福興鄉元中村,梁鉄雄,73,10007,10007060,006,6632
彰化縣福興鄉外中村,梁忠賀,74,10007,10007060,005,6647
彰化縣福興鄉外埔村,鐘如純,59,10007,10007060,004,6704
彰化縣福興鄉大崙村,陳貞雄,73,10007,10007060,003,6645
彰化縣福興鄉番婆村,許國忠,57,10007,10007060,009,6658
彰化縣福興鄉橋頭村,吳媽權,60,10007,10007060,010,6646
彰化縣福興鄉社尾村,陳祈,63,10007,10007060,002,6691
彰化縣福興鄉番社村,許泰昇,42,10007,10007060,001,6748
彰化縣福興鄉西勢村,施榮發,63,10007,10007060,022,6572
彰化縣福興鄉同安村,黃資良,74,10007,10007060,021,6729
彰化縣福興鄉秀厝村,張江林,74,10007,10007060,011,6735
彰化縣福興鄉福興村,陳朝芳,83,10007,10007060,019,6746
彰化縣福興鄉福南村,劉玉世,64,10007,10007060,020,6574
彰化縣福興鄉鎮平村,施志中,66,10007,10007060,012,6650
彰化縣福興鄉三和村,許文勝,69,10007,10007060,013,6578
彰化縣福興鄉二港村,黃文國,68,10007,10007060,018,6626
彰化縣福興鄉福寶村,黃耀輝,53,10007,10007060,017,6612
彰化縣福興鄉頂粘村,粘財本,63,10007,10007060,016,6753
彰化縣福興鄉廈粘村,粘德本,70,10007,10007060,015,6730
彰化縣福興鄉麥厝村,許趙燕鳳,58,10007,10007060,014,6750
彰化縣秀水鄉秀水村,吳財巷,57,10007,10007070,001,6576
彰化縣秀水鄉安溪村,莊幸福,55,10007,10007070,002,6631
彰化縣秀水鄉莊雅村,徐金菊,54,10007,10007070,003,6752
彰化縣秀水鄉陜西村,林棟樑,61,10007,10007070,005,6579
彰化縣秀水鄉金興村,蘇森田,61,10007,10007070,004,6769
彰化縣秀水鄉安東村,林永和,71,10007,10007070,006,6765
彰化縣秀水鄉鶴鳴村,黃本興,71,10007,10007070,007,6726
彰化縣秀水鄉馬興村,陳明灶,59,10007,10007070,008,6738
彰化縣秀水鄉義興村,林棋楠,73,10007,10007070,009,6741
彰化縣秀水鄉福安村,周萬發,66,10007,10007070,010,6719
彰化縣秀水鄉埔崙村,蘇瑛儀,67,10007,10007070,011,6766
彰化縣秀水鄉曾厝村,張秋火,55,10007,10007070,012,6767
彰化縣秀水鄉金陵村,林維祥,68,10007,10007070,013,6690
彰化縣秀水鄉下崙村,吳志堅,63,10007,10007070,014,6615
彰化縣和美鎮竹營里,吳萬固,55,10007,10007030,001,7125
彰化縣和美鎮和東里,邱松柏,66,10007,10007030,002,7165
彰化縣和美鎮和南里,黃葉翠娥,74,10007,10007030,003,7166
彰化縣和美鎮和北里,柯賢鐘,71,10007,10007030,004,7161
彰化縣和美鎮和西里,黃惠珠,38,10007,10007030,005,7162
彰化縣和美鎮四張里,鄭財欽,51,10007,10007030,006,7158
彰化縣和美鎮頭前里,謝秀閬,53,10007,10007030,007,7144
彰化縣和美鎮面前里,劉楊秀珠,56,10007,10007030,009,7164
彰化縣和美鎮鎮平里,李崇彥,50,10007,10007030,010,6695
彰化縣和美鎮大霞里,黃永霖,54,10007,10007030,011,6636
彰化縣和美鎮源埤里,謝火炎,82,10007,10007030,012,6653
彰化縣和美鎮南佃里,郭榮東,64,10007,10007030,013,6654
彰化縣和美鎮雅溝里,謝阿來,77,10007,10007030,014,6637
彰化縣和美鎮山犁里,鄭國堂,60,10007,10007030,015,7152
彰化縣和美鎮仁愛里,黃合志,46,10007,10007030,032,7120
彰化縣和美鎮嘉犁里,陳英傑,56,10007,10007030,016,6639
彰化縣和美鎮詔安里,李榮瑞,71,10007,10007030,018,6640
彰化縣和美鎮鐵山里,李國川,74,10007,10007030,017,7139
彰化縣和美鎮柑井里,陳炳賢,67,10007,10007030,019,7147
彰化縣和美鎮竹園里,顏永儀,71,10007,10007030,020,7159
彰化縣和美鎮新庄里,許寶全,47,10007,10007030,021,7133
彰化縣和美鎮犁盛里,黃勇宗,56,10007,10007030,022,7150
彰化縣和美鎮中寮里,林順泉,54,10007,10007030,023,7148
彰化縣和美鎮中圍里,林順熙,61,10007,10007030,024,7145
彰化縣和美鎮糖友里,何吉盛,41,10007,10007030,025,7119
彰化縣和美鎮還社里,陳泊羽,41,10007,10007030,008,7156
彰化縣和美鎮塗厝里,陳興隆,63,10007,10007030,026,6664
彰化縣和美鎮地潭里,陳錫鐓,55,10007,10007030,027,7123
彰化縣和美鎮湖內里,姚寶煉,68,10007,10007030,028,7155
彰化縣和美鎮嘉寶里,周沐,67,10007,10007030,029,7142
彰化縣和美鎮月眉里,蔡瑞嘉,54,10007,10007030,030,6678
彰化縣和美鎮好修里,陳信義,59,10007,10007030,031,6663
彰化縣線西鄉線西村,王榮銓,54,10007,10007040,001,7124
彰化縣線西鄉頂庄村,曾金筆,58,10007,10007040,002,7172
彰化縣線西鄉寓埔村,黃弘德,76,10007,10007040,003,7129
彰化縣線西鄉塭仔村,黃榮輝,73,10007,10007040,004,6665
彰化縣線西鄉溝內村,黃永昌,60,10007,10007040,005,6652
彰化縣線西鄉下犁村,黃燿,58,10007,10007040,006,7160
彰化縣線西鄉頂犁村,黃其財,55,10007,10007040,007,6679
彰化縣線西鄉德興村,曾明和,50,10007,10007040,008,7143
彰化縣伸港鄉大同村,張秋梨,65,10007,10007050,012,7153
彰化縣伸港鄉海尾村,黃東敏,60,10007,10007050,007,7121
彰化縣伸港鄉全興村,曾進來,59,10007,10007050,008,7167
彰化縣伸港鄉溪底村,柯振欽,47,10007,10007050,004,7168
彰化縣伸港鄉定興村,黃火樹,65,10007,10007050,009,7169
彰化縣伸港鄉什股村,李月梅,43,10007,10007050,011,7122
彰化縣伸港鄉泉州村,周漢堂,58,10007,10007050,005,7140
彰化縣伸港鄉泉厝村,洪勝賢,51,10007,10007050,006,7173
彰化縣伸港鄉曾家村,曾添進,63,10007,10007050,001,7154
彰化縣伸港鄉蚵寮村,林金城,50,10007,10007050,002,7171
彰化縣伸港鄉新港村,姚長興,54,10007,10007050,010,7131
彰化縣伸港鄉埤墘村,柯壹,72,10007,10007050,003,7141
彰化縣伸港鄉七嘉村,柯天來,65,10007,10007050,013,7132
彰化縣伸港鄉汴頭村,何國章,56,10007,10007050,014,7130
彰化縣員林鎮崙雅里,張永鑫,62,10007,10007100,025,7002
彰化縣員林鎮振興里,黃家盛,64,10007,10007100,026,7101
彰化縣員林鎮林厝里,蕭富子,51,10007,10007100,027,7096
彰化縣員林鎮出水里,邱式麟,42,10007,10007100,028,6948
彰化縣員林鎮湖水里,黃欽玉,64,10007,10007100,029,7102
彰化縣員林鎮大峯里,曹炳坤,64,10007,10007100,030,7009
彰化縣員林鎮鎮興里,黃錦昌,62,10007,10007100,031,7011
彰化縣員林鎮浮圳里,江慶音,56,10007,10007100,032,7026
彰化縣員林鎮西東里,黃耀武,63,10007,10007100,033,7076
彰化縣員林鎮南東里,黃家富,55,10007,10007100,034,7075
彰化縣員林鎮中東里,曹炎權,53,10007,10007100,035,7063
彰化縣員林鎮東北里,曹震西,58,10007,10007100,036,7025
彰化縣員林鎮東和里,劉淑靜,44,10007,10007100,001,6985
彰化縣員林鎮民生里,徐麒堡,43,10007,10007100,002,6987
彰化縣員林鎮黎明里,劉松濱,74,10007,10007100,009,6999
彰化縣員林鎮惠來里,張榮昇,62,10007,10007100,010,7000
彰化縣員林鎮中央里,羅麗玫,55,10007,10007100,020,7093
彰化縣員林鎮溝皂里,洪春美,59,10007,10007100,021,6949
彰化縣員林鎮大饒里,王勝坪,55,10007,10007100,022,6947
彰化縣員林鎮大明里,盧淑柔,53,10007,10007100,023,7106
彰化縣員林鎮萬年里,張永豊,72,10007,10007100,024,7001
彰化縣員林鎮中正里,陳進發,58,10007,10007100,003,7083
彰化縣員林鎮仁美里,黃秀雅,49,10007,10007100,004,7113
彰化縣員林鎮新興里,石柳,76,10007,10007100,005,7054
彰化縣員林鎮和平里,賴憲茂,61,10007,10007100,006,6997
彰化縣員林鎮光明里,余鍵治,55,10007,10007100,007,7078
彰化縣員林鎮中山里,徐維明,73,10007,10007100,008,7079
彰化縣員林鎮三條里,張尚裕,44,10007,10007100,017,7055
彰化縣員林鎮忠孝里,洪光旭,59,10007,10007100,041,7103
彰化縣員林鎮仁愛里,周清木,65,10007,10007100,040,7082
彰化縣員林鎮三和里,黃德勝,68,10007,10007100,018,7012
彰化縣員林鎮三橋里,賴耀區,60,10007,10007100,019,7099
彰化縣員林鎮三愛里,曹張妙玉,71,10007,10007100,037,7088
彰化縣員林鎮三信里,黃寅,63,10007,10007100,038,7008
彰化縣員林鎮三多里,張嘉欽,56,10007,10007100,039,7087
彰化縣員林鎮三義里,許文樟,64,10007,10007100,011,6986
彰化縣員林鎮新生里,謝洪寶月,64,10007,10007100,012,7053
彰化縣員林鎮南平里,馮明仕,63,10007,10007100,013,6963
彰化縣員林鎮南興里,陳麗鳳,58,10007,10007100,014,6981
彰化縣員林鎮源潭里,陳明達,52,10007,10007100,015,7098
彰化縣員林鎮大埔里,黃文進,65,10007,10007100,016,7064
彰化縣大村鄉大村村,賴灶吉,67,10007,10007130,001,6599
彰化縣大村鄉茄苳村,吳重吉,72,10007,10007130,002,6580
彰化縣大村鄉田洋村,劉楨權,61,10007,10007130,004,7061
彰化縣大村鄉貢旗村,賴經超,61,10007,10007130,009,7005
彰化縣大村鄉南勢村,游德用,76,10007,10007130,003,7023
彰化縣大村鄉大橋村,賴俊宗,63,10007,10007130,012,7046
彰化縣大村鄉加錫村,王振輝,53,10007,10007130,010,6600
彰化縣大村鄉大崙村,賴碧珠,60,10007,10007130,013,6556
彰化縣大村鄉新興村,黃世昌,64,10007,10007130,005,7051
彰化縣大村鄉擺塘村,游泳舜,57,10007,10007130,014,7024
彰化縣大村鄉過溝村,賴萬慶,63,10007,10007130,006,6559
彰化縣大村鄉村上村,賴森鄉,64,10007,10007130,011,6555
彰化縣大村鄉美港村,賴勝集,62,10007,10007130,007,7036
彰化縣大村鄉黃厝村,黃永耀,56,10007,10007130,015,6560
彰化縣大村鄉福興村,賴聰榮,58,10007,10007130,016,6566
彰化縣大村鄉平和村,賴居林,59,10007,10007130,008,6617
彰化縣永靖鄉浮圳村,游世庭,59,10007,10007160,011,6919
彰化縣永靖鄉東寧村,楊隆献,48,10007,10007160,013,7056
彰化縣永靖鄉光雲村,詹德如,63,10007,10007160,012,7033
彰化縣永靖鄉五汴村,林益盛,67,10007,10007160,010,7117
彰化縣永靖鄉永興村,賴同崙,61,10007,10007160,014,7020
彰化縣永靖鄉崙子村,朱楊阿速,63,10007,10007160,015,7116
彰化縣永靖鄉永東村,詹銀中,50,10007,10007160,001,6975
彰化縣永靖鄉永西村,張光雄,69,10007,10007160,002,7067
彰化縣永靖鄉永南村,周及,64,10007,10007160,003,6989
彰化縣永靖鄉永北村,邱金章,79,10007,10007160,004,7031
彰化縣永靖鄉港西村,黃銀砂,57,10007,10007160,005,6908
彰化縣永靖鄉五福村,高芳熙,57,10007,10007160,006,6845
彰化縣永靖鄉湳港村,詹慶豊,55,10007,10007160,007,6917
彰化縣永靖鄉新莊村,詹日新,62,10007,10007160,008,6842
彰化縣永靖鄉瑚璉村,江森雄,74,10007,10007160,009,7017
彰化縣永靖鄉獨鰲村,江洽如,63,10007,10007160,016,6930
彰化縣永靖鄉敦厚村,張祥培,60,10007,10007160,017,6972
彰化縣永靖鄉崙美村,胡文權,54,10007,10007160,018,6918
彰化縣永靖鄉同安村,陳炳煌,73,10007,10007160,019,7043
彰化縣永靖鄉同仁村,蔡水班,53,10007,10007160,020,7018
彰化縣永靖鄉湳墘村,林輝,62,10007,10007160,021,6951
彰化縣永靖鄉四芳村,盧金天,63,10007,10007160,022,7032
彰化縣永靖鄉福興村,江錦文,58,10007,10007160,023,7042
彰化縣永靖鄉竹子村,邱家挺,85,10007,10007160,024,6955
彰化縣溪湖鎮光平里,楊林玉春,54,10007,10007110,001,6942
彰化縣溪湖鎮平和里,花瑞隆,43,10007,10007110,002,7092
彰化縣溪湖鎮太平里,陳重存,63,10007,10007110,003,7110
